year	lyear	pc8	lpc8	entry	exit	lcount	count	oto	otm	mto	mtm	unchanged
2005	2004	24664552	24664552	0	0	1	1	0	0	0	0	1
2006	2005	24664552	24664552	0	0	1	1	0	0	0	0	1
2007	2006	24664552	24664552	0	0	1	1	0	0	0	0	1
2002	2001	24664553	24664553	0	0	1	1	0	0	0	0	1
2003	2002	24664553	24664553	0	0	1	1	0	0	0	0	1
2004	2003	24664553	24664553	0	0	1	1	0	0	0	0	1
2005	2004	24664553	24664553	0	0	1	1	0	0	0	0	1
2006	2005	24664553	24664553	0	0	1	1	0	0	0	0	1
2007	2006	24664553	24664553	0	0	1	1	0	0	0	0	1
2002	2001	24664555	24664555	0	0	1	1	0	0	0	0	1
2003	2002	24664555	24664555	0	0	1	1	0	0	0	0	1
2004	2003	24664555	24664555	0	0	1	1	0	0	0	0	1
2005	2004	24664555	24664555	0	0	1	1	0	0	0	0	1
2006	2005	24664555	24664555	0	0	1	1	0	0	0	0	1
2007	2006	24664555	24664555	0	0	1	1	0	0	0	0	1
2002	2001	24664557	24664557	0	0	1	1	0	0	0	0	1
2003	2002	24664557	24664557	0	0	1	1	0	0	0	0	1
2004	2003	24664557	24664557	0	0	1	1	0	0	0	0	1
2005	2004	24664557	24664557	0	0	1	1	0	0	0	0	1
2006	2005	24664557	24664557	0	0	1	1	0	0	0	0	1
2007	2006	24664557	24664557	0	0	1	1	0	0	0	0	1
2002	2001	24664570	24664570	0	0	1	1	0	0	0	0	1
2003	2002	24664570	24664570	0	0	1	1	0	0	0	0	1
2004	2003	24664570	24664570	0	0	1	1	0	0	0	0	1
2005	2004	24664570	24664570	0	0	1	1	0	0	0	0	1
2006	2005	24664570	24664570	0	0	1	1	0	0	0	0	1
2007	2006	24664570	24664570	0	0	1	1	0	0	0	0	1
2002	2001	24664580	24664580	0	0	1	1	0	0	0	0	1
2003	2002	24664580	24664580	0	0	1	1	0	0	0	0	1
2004	2003	24664580	24664580	0	0	1	1	0	0	0	0	1
2005	2004	24664580	24664580	0	0	1	1	0	0	0	0	1
2006	2005	24664580	24664580	0	0	1	1	0	0	0	0	1
2007	2006	24664580	24664580	0	0	1	1	0	0	0	0	1
2002	2001	24664590	24664590	0	0	1	1	0	0	0	0	1
2003	2002	24664590	24664590	0	0	1	1	0	0	0	0	1
2004	2003	24664590	24664590	0	0	1	1	0	0	0	0	1
2005	2004	24664590	24664590	0	0	1	1	0	0	0	0	1
2006	2005	24664590	24664590	0	0	1	1	0	0	0	0	1
2007	2006	24664590	24664590	0	0	1	1	0	0	0	0	1
2002	2001	24664620	24664620	0	0	1	1	0	0	0	0	1
2003	2002	24664620	24664620	0	0	1	1	0	0	0	0	1
2004	2003	24664620	24664620	0	0	1	1	0	0	0	0	1
2005	2004	24664620	24664620	0	0	1	1	0	0	0	0	1
2006	2005	24664620	24664620	0	0	1	1	0	0	0	0	1
2007	2006	24664620	24664620	0	0	1	1	0	0	0	0	1
2002	2001	24664630	24664630	0	0	1	1	0	0	0	0	1
2003	2002	24664630	24664630	0	0	1	1	0	0	0	0	1
2004	2003	24664630	24664630	0	0	1	1	0	0	0	0	1
2005	2004	24664630	24664630	0	0	1	1	0	0	0	0	1
2006	2005	24664630	24664630	0	0	1	1	0	0	0	0	1
2007	2006	24664630	24664630	0	0	1	1	0	0	0	0	1
2002	2001	24664640	24664640	0	0	1	1	0	0	0	0	1
2003	2002	24664640	24664640	0	0	1	1	0	0	0	0	1
2004	2003	24664640	24664640	0	0	1	1	0	0	0	0	1
2005	2004	24664640	24664640	0	0	1	1	0	0	0	0	1
2006	2005	24664640	24664640	0	0	1	1	0	0	0	0	1
2007	2006	24664640	24664640	0	0	1	1	0	0	0	0	1
2002	2001	24664650	24664650	0	0	1	1	0	0	0	0	1
2003	2002	24664650	24664650	0	0	1	1	0	0	0	0	1
2004	2003	24664650	24664650	0	0	1	1	0	0	0	0	1
2005	2004	24664650	24664650	0	0	1	1	0	0	0	0	1
2006	2005	24664650	24664650	0	0	1	1	0	0	0	0	1
2007	2006	24664650	24664650	0	0	1	1	0	0	0	0	1
2002	2001	24664660	24664660	0	0	1	1	0	0	0	0	1
2003	2002	24664660	24664660	0	0	1	1	0	0	0	0	1
2004	2003	24664660	24664660	0	0	1	1	0	0	0	0	1
2005	2004	24664660	24664660	0	0	1	1	0	0	0	0	1
2006	2005	24664660	24664660	0	0	1	1	0	0	0	0	1
2007	2006	24664660	24664660	0	0	1	1	0	0	0	0	1
2002	2001	24664670	24664670	0	0	1	1	0	0	0	0	1
2003	2002	24664670	24664670	0	0	1	1	0	0	0	0	1
2004	2003	24664670	24664670	0	0	1	1	0	0	0	0	1
2005	2004	24664670	24664670	0	0	1	1	0	0	0	0	1
2006	2005	24664670	24664670	0	0	1	1	0	0	0	0	1
2007	2006	24664670	24664670	0	0	1	1	0	0	0	0	1
2002	2001	24664720	24664720	0	0	1	1	0	0	0	0	1
2003	2002	24664720	24664720	0	0	1	1	0	0	0	0	1
2004	2003	24664720	24664720	0	0	1	1	0	0	0	0	1
2005	2004	24664720	24664720	0	0	1	1	0	0	0	0	1
2006	2005	24664720	24664720	0	0	1	1	0	0	0	0	1
2007	2006	24664720	24664720	0	0	1	1	0	0	0	0	1
2002	2001	24664730	24664730	0	0	1	1	0	0	0	0	1
2003	2002	24664730	24664730	0	0	1	1	0	0	0	0	1
2004	2003	24664730	24664730	0	0	1	1	0	0	0	0	1
2005	2004	24664730	24664730	0	0	1	1	0	0	0	0	1
2006	2005	24664730	24664730	0	0	1	1	0	0	0	0	1
2007	2006	24664730	24664730	0	0	1	1	0	0	0	0	1
2002	2001	24664740	24664740	0	0	1	1	0	0	0	0	1
2003	2002	24664740	24664740	0	0	1	1	0	0	0	0	1
2004	2003	24664740	24664740	0	0	1	1	0	0	0	0	1
2005	2004	24664740	24664740	0	0	1	1	0	0	0	0	1
2006	2005	24664740	24664740	0	0	1	1	0	0	0	0	1
2007	2006	24664740	24664740	0	0	1	1	0	0	0	0	1
2002	2001	24664750	24664750	0	0	1	1	0	0	0	0	1
2003	2002	24664750	24664750	0	0	1	1	0	0	0	0	1
2004	2003	24664750	24664750	0	0	1	1	0	0	0	0	1
2005	2004	24664750	24664750	0	0	1	1	0	0	0	0	1
2006	2005	24664750	24664750	0	0	1	1	0	0	0	0	1
2007	2006	24664750	24664750	0	0	1	1	0	0	0	0	1
2002	2001	24664770	24664770	0	0	1	1	0	0	0	0	1
2003	2002	24664770	24664770	0	0	1	1	0	0	0	0	1
2004	2003	24664770	24664770	0	0	1	1	0	0	0	0	1
2005	2004	24664770	24664770	0	0	1	1	0	0	0	0	1
2006	2005	24664770	24664770	0	0	1	1	0	0	0	0	1
2007	2006	24664770	24664770	0	0	1	1	0	0	0	0	1
2002	2001	24664813	24664813	0	0	1	1	0	0	0	0	1
2003	2002	24664813	24664813	0	0	1	1	0	0	0	0	1
2004	2003	24664813	24664813	0	0	1	1	0	0	0	0	1
2005	2004	24664813	24664813	0	0	1	1	0	0	0	0	1
2006	2005	24664813	24664813	0	0	1	1	0	0	0	0	1
2007	2006	24664813	24664813	0	0	1	1	0	0	0	0	1
2002	2001	24664815	24664815	0	0	1	1	0	0	0	0	1
2003	2002	24664815	24664815	0	0	1	1	0	0	0	0	1
2004	2003	24664815	24664815	0	0	1	1	0	0	0	0	1
2005	2004	24664815	24664815	0	0	1	1	0	0	0	0	1
2006	2005	24664815	24664815	0	0	1	1	0	0	0	0	1
2007	2006	24664815	24664815	0	0	1	1	0	0	0	0	1
2002	2001	24664817	24664817	0	0	1	1	0	0	0	0	1
2003	2002	24664817	24664817	0	0	1	1	0	0	0	0	1
2004	2003	24664817	24664817	0	0	1	1	0	0	0	0	1
2005	2004	24664817	24664817	0	0	1	1	0	0	0	0	1
2006	2005	24664817	24664817	0	0	1	1	0	0	0	0	1
2007	2006	24664817	24664817	0	0	1	1	0	0	0	0	1
2002	2001	24664823	24664823	0	0	1	1	0	0	0	0	1
2003	2002	24664823	24664823	0	0	1	1	0	0	0	0	1
2004	2003	24664823	24664823	0	0	1	1	0	0	0	0	1
2005	2004	24664823	24664823	0	0	1	1	0	0	0	0	1
2006	2005	24664823	24664823	0	0	1	1	0	0	0	0	1
2007	2006	24664823	24664823	0	0	1	1	0	0	0	0	1
2002	2001	24664825	24664825	0	0	1	1	0	0	0	0	1
2003	2002	24664825	24664825	0	0	1	1	0	0	0	0	1
2004	2003	24664825	24664825	0	0	1	1	0	0	0	0	1
2005	2004	24664825	24664825	0	0	1	1	0	0	0	0	1
2006	2005	24664825	24664825	0	0	1	1	0	0	0	0	1
2007	2006	24664825	24664825	0	0	1	1	0	0	0	0	1
2002	2001	24664827	24664827	0	0	1	1	0	0	0	0	1
2003	2002	24664827	24664827	0	0	1	1	0	0	0	0	1
2004	2003	24664827	24664827	0	0	1	1	0	0	0	0	1
2005	2004	24664827	24664827	0	0	1	1	0	0	0	0	1
2006	2005	24664827	24664827	0	0	1	1	0	0	0	0	1
2007	2006	24664827	24664827	0	0	1	1	0	0	0	0	1
2002	2001	24664830	24664830	0	0	1	1	0	0	0	0	1
2003	2002	24664830	24664830	0	0	1	1	0	0	0	0	1
2004	2003	24664830	24664830	0	0	1	1	0	0	0	0	1
2005	2004	24664830	24664830	0	0	1	1	0	0	0	0	1
2006	2005	24664830	24664830	0	0	1	1	0	0	0	0	1
2007	2006	24664830	24664830	0	0	1	1	0	0	0	0	1
2002	2001	24664840	24664840	0	0	1	1	0	0	0	0	1
2003	2002	24664840	24664840	0	0	1	1	0	0	0	0	1
2004	2003	24664840	24664840	0	0	1	1	0	0	0	0	1
2005	2004	24664840	24664840	0	0	1	1	0	0	0	0	1
2006	2005	24664840	24664840	0	0	1	1	0	0	0	0	1
2007	2006	24664840	24664840	0	0	1	1	0	0	0	0	1
2002	2001	24664853	24664853	0	0	1	1	0	0	0	0	1
2003	2002	24664853	24664853	0	0	1	1	0	0	0	0	1
2004	2003	24664853	24664853	0	0	1	1	0	0	0	0	1
2005	2004	24664853	24664853	0	0	1	1	0	0	0	0	1
2006	2005	24664853	24664853	0	0	1	1	0	0	0	0	1
2007	2006	24664853	24664853	0	0	1	1	0	0	0	0	1
2002	2001	24664857	24664857	0	0	1	1	0	0	0	0	1
2003	2002	24664857	24664857	0	0	1	1	0	0	0	0	1
2004	2003	24664857	24664857	0	0	1	1	0	0	0	0	1
2005	2004	24664857	24664857	0	0	1	1	0	0	0	0	1
2006	2005	24664857	24664857	0	0	1	1	0	0	0	0	1
2007	2006	24664857	24664857	0	0	1	1	0	0	0	0	1
2002	2001	24664863	24664863	0	0	1	1	0	0	0	0	1
2003	2002	24664863	24664863	0	0	1	1	0	0	0	0	1
2004	2003	24664863	24664863	0	0	1	1	0	0	0	0	1
2005	2004	24664863	24664863	0	0	1	1	0	0	0	0	1
2006	2005	24664863	24664863	0	0	1	1	0	0	0	0	1
2007	2006	24664863	24664863	0	0	1	1	0	0	0	0	1
2002	2001	24664865	24664865	0	0	1	1	0	0	0	0	1
2003	2002	24664865	24664865	0	0	1	1	0	0	0	0	1
2004	2003	24664865	24664865	0	0	1	1	0	0	0	0	1
2005	2004	24664865	24664865	0	0	1	1	0	0	0	0	1
2006	2005	24664865	24664865	0	0	1	1	0	0	0	0	1
2007	2006	24664865	24664865	0	0	1	1	0	0	0	0	1
2002	2001	24664867	24664867	0	0	1	1	0	0	0	0	1
2003	2002	24664867	24664867	0	0	1	1	0	0	0	0	1
2004	2003	24664867	24664867	0	0	1	1	0	0	0	0	1
2005	2004	24664867	24664867	0	0	1	1	0	0	0	0	1
2006	2005	24664867	24664867	0	0	1	1	0	0	0	0	1
2007	2006	24664867	24664867	0	0	1	1	0	0	0	0	1
2007	2006	24664871	24664873	0	0	3	1	0	0	0	1	0
2007	2006	24664871	24664879	0	0	3	1	0	0	0	1	0
2007	2006	24664871	24664895	0	0	3	3	0	0	0	1	0
2002	2001	24664873	24664873	0	0	1	1	0	0	0	0	1
2003	2002	24664873	24664873	0	0	1	1	0	0	0	0	1
2004	2003	24664873	24664873	0	0	1	1	0	0	0	0	1
2005	2004	24664873	24664873	0	0	1	1	0	0	0	0	1
2006	2005	24664873	24664873	0	0	1	1	0	0	0	0	1
2007	2006	24664875	24664895	0	0	1	3	0	0	0	1	0
2002	2001	24664879	24664879	0	0	1	1	0	0	0	0	1
2003	2002	24664879	24664879	0	0	1	1	0	0	0	0	1
2004	2003	24664879	24664879	0	0	1	1	0	0	0	0	1
2005	2004	24664879	24664879	0	0	1	1	0	0	0	0	1
2006	2005	24664879	24664879	0	0	1	1	0	0	0	0	1
2002	2001	24664893	24664893	0	0	1	1	0	0	0	0	1
2003	2002	24664893	24664893	0	0	1	1	0	0	0	0	1
2004	2003	24664893	24664893	0	0	1	1	0	0	0	0	1
2005	2004	24664895	24664895	0	0	1	1	0	0	0	0	1
2006	2005	24664895	24664895	0	0	1	1	0	0	0	0	1
2007	2006	24664898	24664895	0	0	1	3	0	0	0	1	0
2002	2001	24664899	24664899	0	0	1	1	0	0	0	0	1
2003	2002	24664899	24664899	0	0	1	1	0	0	0	0	1
2004	2003	24664899	24664899	0	0	1	1	0	0	0	0	1
2002	2001	24701195	24701195	0	0	1	1	0	0	0	0	1
2003	2002	24701195	24701195	0	0	1	1	0	0	0	0	1
2004	2003	24701195	24701195	0	0	1	1	0	0	0	0	1
2005	2004	24701195	24701195	0	0	1	1	0	0	0	0	1
2006	2005	24701195	24701195	0	0	1	1	0	0	0	0	1
2007	2006	24701195	24701195	0	0	1	1	0	0	0	0	1
2002	2001	24701197	24701197	0	0	1	1	0	0	0	0	1
2003	2002	24701197	24701197	0	0	1	1	0	0	0	0	1
2004	2003	24701197	24701197	0	0	1	1	0	0	0	0	1
2005	2004	24701197	24701197	0	0	1	1	0	0	0	0	1
2006	2005	24701197	24701197	0	0	1	1	0	0	0	0	1
2007	2006	24701197	24701197	0	0	1	1	0	0	0	0	1
2002	2001	24701240	24701240	0	0	1	1	0	0	0	0	1
2003	2002	24701240	24701240	0	0	1	1	0	0	0	0	1
2004	2003	24701240	24701240	0	0	1	1	0	0	0	0	1
2005	2004	24701240	24701240	0	0	1	1	0	0	0	0	1
2006	2005	24701240	24701240	0	0	1	1	0	0	0	0	1
2007	2006	24701240	24701240	0	0	1	1	0	0	0	0	1
2002	2001	24701313	24701313	0	0	1	1	0	0	0	0	1
2003	2002	24701313	24701313	0	0	1	1	0	0	0	0	1
2004	2003	24701313	24701313	0	0	1	1	0	0	0	0	1
2005	2004	24701313	24701313	0	0	1	1	0	0	0	0	1
2006	2005	24701313	24701313	0	0	1	1	0	0	0	0	1
2007	2006	24701313	24701313	0	0	1	1	0	0	0	0	1
2002	2001	24701315	24701315	0	0	1	1	0	0	0	0	1
2003	2002	24701315	24701315	0	0	1	1	0	0	0	0	1
2004	2003	24701315	24701315	0	0	1	1	0	0	0	0	1
2005	2004	24701315	24701315	0	0	1	1	0	0	0	0	1
2006	2005	24701315	24701315	0	0	1	1	0	0	0	0	1
2007	2006	24701315	24701315	0	0	1	1	0	0	0	0	1
2002	2001	24701323	24701323	0	0	1	1	0	0	0	0	1
2003	2002	24701323	24701323	0	0	1	1	0	0	0	0	1
2004	2003	24701323	24701323	0	0	1	1	0	0	0	0	1
2005	2004	24701323	24701323	0	0	1	1	0	0	0	0	1
2006	2005	24701323	24701323	0	0	1	1	0	0	0	0	1
2007	2006	24701323	24701323	0	0	1	1	0	0	0	0	1
2002	2001	24701325	24701325	0	0	1	1	0	0	0	0	1
2003	2002	24701325	24701325	0	0	1	1	0	0	0	0	1
2004	2003	24701325	24701325	0	0	1	1	0	0	0	0	1
2005	2004	24701325	24701325	0	0	1	1	0	0	0	0	1
2006	2005	24701325	24701325	0	0	1	1	0	0	0	0	1
2007	2006	24701325	24701325	0	0	1	1	0	0	0	0	1
2002	2001	24701330	24701330	0	0	1	1	0	0	0	0	1
2003	2002	24701330	24701330	0	0	1	1	0	0	0	0	1
2004	2003	24701330	24701330	0	0	1	1	0	0	0	0	1
2005	2004	24701330	24701330	0	0	1	1	0	0	0	0	1
2006	2005	24701330	24701330	0	0	1	1	0	0	0	0	1
2007	2006	24701330	24701330	0	0	1	1	0	0	0	0	1
2002	2001	24701350	24701350	0	0	1	1	0	0	0	0	1
2003	2002	24701350	24701350	0	0	1	1	0	0	0	0	1
2004	2003	24701350	24701350	0	0	1	1	0	0	0	0	1
2005	2004	24701350	24701350	0	0	1	1	0	0	0	0	1
2006	2005	24701350	24701350	0	0	1	1	0	0	0	0	1
2007	2006	24701350	24701350	0	0	1	1	0	0	0	0	1
2002	2001	24701370	24701370	0	0	1	1	0	0	0	0	1
2003	2002	24701370	24701370	0	0	1	1	0	0	0	0	1
2004	2003	24701370	24701370	0	0	1	1	0	0	0	0	1
2005	2004	24701370	24701370	0	0	1	1	0	0	0	0	1
2006	2005	24701370	24701370	0	0	1	1	0	0	0	0	1
2007	2006	24701370	24701370	0	0	1	1	0	0	0	0	1
2002	2001	24701390	24701390	0	0	1	1	0	0	0	0	1
2003	2002	24701390	24701390	0	0	1	1	0	0	0	0	1
2004	2003	24701390	24701390	0	0	1	1	0	0	0	0	1
2005	2004	24701390	24701390	0	0	1	1	0	0	0	0	1
2006	2005	24701390	24701390	0	0	1	1	0	0	0	0	1
2007	2006	24701390	24701390	0	0	1	1	0	0	0	0	1
2002	2001	24701400	24701400	0	0	1	1	0	0	0	0	1
2003	2002	24701400	24701400	0	0	1	1	0	0	0	0	1
2004	2003	24701400	24701400	0	0	1	1	0	0	0	0	1
2005	2004	24701400	24701400	0	0	1	1	0	0	0	0	1
2006	2005	24701400	24701400	0	0	1	1	0	0	0	0	1
2007	2006	24701400	24701400	0	0	1	1	0	0	0	0	1
2002	2001	24702100	24702100	0	0	1	1	0	0	0	0	1
2003	2002	24702100	24702100	0	0	1	1	0	0	0	0	1
2004	2003	24702100	24702100	0	0	1	1	0	0	0	0	1
2005	2004	24702100	24702100	0	0	1	1	0	0	0	0	1
2006	2005	24702100	24702100	0	0	1	1	0	0	0	0	1
2007	2006	24702100	24702100	0	0	1	1	0	0	0	0	1
2002	2001	24702200	24702200	0	0	1	1	0	0	0	0	1
2003	2002	24702200	24702200	0	0	1	1	0	0	0	0	1
2004	2003	24702200	24702200	0	0	1	1	0	0	0	0	1
2005	2004	24702200	24702200	0	0	1	1	0	0	0	0	1
2006	2005	24702200	24702200	0	0	1	1	0	0	0	0	1
2007	2006	24702200	24702200	0	0	1	1	0	0	0	0	1
2002	2001	24702330	24702330	0	0	1	1	0	0	0	0	1
2003	2002	24702330	24702330	0	0	1	1	0	0	0	0	1
2004	2003	24702330	24702330	0	0	1	1	0	0	0	0	1
2005	2004	24702330	24702330	0	0	1	1	0	0	0	0	1
2006	2005	24702330	24702330	0	0	1	1	0	0	0	0	1
2007	2006	24702390	24702330	0	0	1	2	0	1	0	0	0
2002	2001	24702390	24702390	0	0	1	1	0	0	0	0	1
2003	2002	24702390	24702390	0	0	1	1	0	0	0	0	1
2004	2003	24702390	24702390	0	0	1	1	0	0	0	0	1
2005	2004	24702390	24702390	0	0	1	1	0	0	0	0	1
2006	2005	24702390	24702390	0	0	1	1	0	0	0	0	1
2002	2001	24702400	24702400	0	0	1	1	0	0	0	0	1
2003	2002	24702400	24702400	0	0	1	1	0	0	0	0	1
2004	2003	24702400	24702400	0	0	1	1	0	0	0	0	1
2005	2004	24702400	24702400	0	0	1	1	0	0	0	0	1
2006	2005	24702400	24702400	0	0	1	1	0	0	0	0	1
2007	2006	24702400	24702400	0	0	1	1	0	0	0	0	1
2002	2001	24703050	24703050	0	0	1	1	0	0	0	0	1
2003	2002	24703050	24703050	0	0	1	1	0	0	0	0	1
2004	2003	24703050	24703050	0	0	1	1	0	0	0	0	1
2005	2004	24703050	24703050	0	0	1	1	0	0	0	0	1
2006	2005	24703050	24703050	0	0	1	1	0	0	0	0	1
2007	2006	24703050	24703050	0	0	1	1	0	0	0	0	1
2002	2001	24703070	24703070	0	0	1	1	0	0	0	0	1
2003	2002	24703070	24703070	0	0	1	1	0	0	0	0	1
2004	2003	24703070	24703070	0	0	1	1	0	0	0	0	1
2005	2004	24703070	24703070	0	0	1	1	0	0	0	0	1
2006	2005	24703070	24703070	0	0	1	1	0	0	0	0	1
2007	2006	24703070	24703070	0	0	1	1	0	0	0	0	1
2009	2008	25111030	25111030	0	0	1	1	0	0	0	0	1
2010	2009	25111030	25111030	0	0	1	1	0	0	0	0	1
2011	2010	25111030	25111030	0	0	1	1	0	0	0	0	1
2012	2011	25111030	25111030	0	0	1	1	0	0	0	0	1
2013	2012	25111030	25111030	0	0	1	1	0	0	0	0	1
2014	2013	25111030	25111030	0	0	1	1	0	0	0	0	1
2008	2007	25111030	28111030	0	0	1	1	1	0	0	0	0
2009	2008	25111050	25111050	0	0	1	1	0	0	0	0	1
2010	2009	25111050	25111050	0	0	1	1	0	0	0	0	1
2011	2010	25111050	25111050	0	0	1	1	0	0	0	0	1
2012	2011	25111050	25111050	0	0	1	1	0	0	0	0	1
2013	2012	25111050	25111050	0	0	1	1	0	0	0	0	1
2014	2013	25111050	25111050	0	0	1	1	0	0	0	0	1
2008	2007	25111050	28111050	0	0	1	1	1	0	0	0	0
2002	2001	25111100	25111100	0	0	1	1	0	0	0	0	1
2003	2002	25111100	25111100	0	0	1	1	0	0	0	0	1
2004	2003	25111100	25111100	0	0	1	1	0	0	0	0	1
2005	2004	25111100	25111100	0	0	1	1	0	0	0	0	1
2006	2005	25111100	25111100	0	0	1	1	0	0	0	0	1
2007	2006	25111100	25111100	0	0	1	1	0	0	0	0	1
2002	2001	25111235	25111235	0	0	1	1	0	0	0	0	1
2003	2002	25111235	25111235	0	0	1	1	0	0	0	0	1
2004	2003	25111235	25111235	0	0	1	1	0	0	0	0	1
2005	2004	25111235	25111235	0	0	1	1	0	0	0	0	1
2006	2005	25111235	25111235	0	0	1	1	0	0	0	0	1
2007	2006	25111235	25111235	0	0	1	1	0	0	0	0	1
2002	2001	25111237	25111237	0	0	1	1	0	0	0	0	1
2003	2002	25111237	25111237	0	0	1	1	0	0	0	0	1
2004	2003	25111237	25111237	0	0	1	1	0	0	0	0	1
2005	2004	25111237	25111237	0	0	1	1	0	0	0	0	1
2006	2005	25111237	25111237	0	0	1	1	0	0	0	0	1
2007	2006	25111237	25111237	0	0	1	1	0	0	0	0	1
2002	2001	25111260	25111260	0	0	1	1	0	0	0	0	1
2003	2002	25111260	25111260	0	0	1	1	0	0	0	0	1
2004	2003	25111260	25111260	0	0	1	1	0	0	0	0	1
2005	2004	25111260	25111260	0	0	1	1	0	0	0	0	1
2006	2005	25111260	25111260	0	0	1	1	0	0	0	0	1
2007	2006	25111260	25111260	0	0	1	1	0	0	0	0	1
2002	2001	25111355	25111355	0	0	1	1	0	0	0	0	1
2003	2002	25111355	25111355	0	0	1	1	0	0	0	0	1
2004	2003	25111355	25111355	0	0	1	1	0	0	0	0	1
2005	2004	25111355	25111355	0	0	1	1	0	0	0	0	1
2006	2005	25111355	25111355	0	0	1	1	0	0	0	0	1
2007	2006	25111355	25111355	0	0	1	1	0	0	0	0	1
2002	2001	25111357	25111357	0	0	1	1	0	0	0	0	1
2003	2002	25111357	25111357	0	0	1	1	0	0	0	0	1
2004	2003	25111357	25111357	0	0	1	1	0	0	0	0	1
2005	2004	25111357	25111357	0	0	1	1	0	0	0	0	1
2006	2005	25111357	25111357	0	0	1	1	0	0	0	0	1
2007	2006	25111357	25111357	0	0	1	1	0	0	0	0	1
2002	2001	25111370	25111370	0	0	1	1	0	0	0	0	1
2003	2002	25111370	25111370	0	0	1	1	0	0	0	0	1
2004	2003	25111370	25111370	0	0	1	1	0	0	0	0	1
2005	2004	25111370	25111370	0	0	1	1	0	0	0	0	1
2006	2005	25111370	25111370	0	0	1	1	0	0	0	0	1
2007	2006	25111370	25111370	0	0	1	1	0	0	0	0	1
2002	2001	25111404	25111404	0	0	1	1	0	0	0	0	1
2003	2002	25111404	25111404	0	0	1	1	0	0	0	0	1
2004	2003	25111404	25111404	0	0	1	1	0	0	0	0	1
2005	2004	25111404	25111404	0	0	1	1	0	0	0	0	1
2006	2005	25111404	25111404	0	0	1	1	0	0	0	0	1
2007	2006	25111404	25111404	0	0	1	1	0	0	0	0	1
2002	2001	25111406	25111405	0	0	3	1	0	0	0	1	0
2003	2002	25111406	25111406	0	0	1	1	0	0	0	0	1
2004	2003	25111406	25111406	0	0	1	1	0	0	0	0	1
2005	2004	25111406	25111406	0	0	1	1	0	0	0	0	1
2006	2005	25111406	25111406	0	0	1	1	0	0	0	0	1
2007	2006	25111406	25111406	0	0	1	1	0	0	0	0	1
2002	2001	25111406	25111407	0	0	3	2	0	0	0	1	0
2002	2001	25111406	25111409	0	0	3	2	0	0	0	1	0
2002	2001	25111408	25111407	0	0	1	2	0	0	0	1	0
2003	2002	25111408	25111408	0	0	1	1	0	0	0	0	1
2004	2003	25111408	25111408	0	0	1	1	0	0	0	0	1
2005	2004	25111408	25111408	0	0	1	1	0	0	0	0	1
2006	2005	25111408	25111408	0	0	1	1	0	0	0	0	1
2007	2006	25111408	25111408	0	0	1	1	0	0	0	0	1
2002	2001	25111410	25111409	0	0	1	2	0	0	0	1	0
2003	2002	25111410	25111410	0	0	1	1	0	0	0	0	1
2004	2003	25111410	25111410	0	0	1	1	0	0	0	0	1
2005	2004	25111410	25111410	0	0	1	1	0	0	0	0	1
2006	2005	25111410	25111410	0	0	1	1	0	0	0	0	1
2007	2006	25111410	25111410	0	0	1	1	0	0	0	0	1
2002	2001	25111530	25111530	0	0	1	1	0	0	0	0	1
2003	2002	25111530	25111530	0	0	1	1	0	0	0	0	1
2004	2003	25111530	25111530	0	0	1	1	0	0	0	0	1
2005	2004	25111530	25111530	0	0	1	1	0	0	0	0	1
2006	2005	25111530	25111530	0	0	1	1	0	0	0	0	1
2007	2006	25111530	25111530	0	0	1	1	0	0	0	0	1
2002	2001	25111550	25111550	0	0	1	1	0	0	0	0	1
2003	2002	25111550	25111550	0	0	1	1	0	0	0	0	1
2004	2003	25111550	25111550	0	0	1	1	0	0	0	0	1
2005	2004	25111550	25111550	0	0	1	1	0	0	0	0	1
2006	2005	25111550	25111550	0	0	1	1	0	0	0	0	1
2007	2006	25111550	25111550	0	0	1	1	0	0	0	0	1
2002	2001	25111573	25111573	0	0	1	1	0	0	0	0	1
2003	2002	25111573	25111573	0	0	1	1	0	0	0	0	1
2004	2003	25111573	25111573	0	0	1	1	0	0	0	0	1
2005	2004	25111573	25111573	0	0	1	1	0	0	0	0	1
2006	2005	25111573	25111573	0	0	1	1	0	0	0	0	1
2007	2006	25111573	25111573	0	0	1	1	0	0	0	0	1
2002	2001	25111575	25111575	0	0	1	1	0	0	0	0	1
2003	2002	25111575	25111575	0	0	1	1	0	0	0	0	1
2004	2003	25111575	25111575	0	0	1	1	0	0	0	0	1
2005	2004	25111575	25111575	0	0	1	1	0	0	0	0	1
2006	2005	25111575	25111575	0	0	1	1	0	0	0	0	1
2007	2006	25111575	25111575	0	0	1	1	0	0	0	0	1
2002	2001	25111577	25111577	0	0	1	1	0	0	0	0	1
2003	2002	25111577	25111577	0	0	1	1	0	0	0	0	1
2004	2003	25111578	25111577	0	0	2	1	0	0	1	0	0
2005	2004	25111578	25111578	0	0	1	1	0	0	0	0	1
2006	2005	25111578	25111578	0	0	1	1	0	0	0	0	1
2007	2006	25111578	25111578	0	0	1	1	0	0	0	0	1
2004	2003	25111578	25111579	0	0	2	1	0	0	1	0	0
2002	2001	25111579	25111579	0	0	1	1	0	0	0	0	1
2003	2002	25111579	25111579	0	0	1	1	0	0	0	0	1
2002	2001	25111600	25111600	0	0	1	1	0	0	0	0	1
2003	2002	25111600	25111600	0	0	1	1	0	0	0	0	1
